Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"Congo, Dem. Rep.",COD,"Population, female",SP.POP.TOTL.FE.IN,24582226,25333610,26117751,26895414,27703894,28573264,29491075,30446631,31428249,32441587,33506062,34641217,35816345,37051204,38343735,39659606,41052552,42483740,43890310,45306478
"Congo, Dem. Rep.",COD,"Population, male",SP.POP.TOTL.MA.IN,24034091,24773047,25544321,26310226,27111713,27976983,28890555,29842791,30821476,31828645,32885195,34013052,35181524,36408817,37691853,38997298,40378425,41799533,43197045,44600412
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,48616317,50106657,51662071,53205639,54815607,56550247,58381630,60289422,62249724,64270232,66391257,68654269,70997870,73460021,76035588,78656904,81430977,84283273,87087355,89906890
"Congo, Rep.",COG,"Population, female",SP.POP.TOTL.FE.IN,1583527,1642642,1680249,1726060,1784261,1848198,1917479,1988080,2053874,2136899,2226558,2299164,2363092,2419983,2478001,2537273,2598046,2660503,2724474,2788979
"Congo, Rep.",COG,"Population, male",SP.POP.TOTL.MA.IN,1550503,1611459,1650909,1698593,1758751,1824640,1895843,1968249,2035727,2120331,2211326,2285052,2350164,2408084,2466860,2527113,2588778,2651836,2716588,2781753
"Congo, Rep.",COG,"Population, total",SP.POP.TOTL,3134030,3254101,3331158,3424653,3543012,3672839,3813323,3956329,4089602,4257230,4437884,4584216,4713257,4828066,4944861,5064386,5186824,5312340,5441062,5570733
Costa Rica,CRI,"Population, female",SP.POP.TOTL.FE.IN,1976587,2013719,2048540,2081709,2114018,2145820,2177342,2208704,2240104,2271211,2301231,2330459,2359193,2387107,2414032,2440173,2465916,2490983,2515262,2538156
Costa Rica,CRI,"Population, male",SP.POP.TOTL.MA.IN,2002605,2039504,2074083,2106901,2138782,2170068,2200829,2231315,2261818,2291917,2321021,2349468,2377400,2404428,2430257,2455070,2479289,2502859,2525472,2546376
Costa Rica,CRI,"Population, total",SP.POP.TOTL,3979193,4053222,4122623,4188610,4252800,4315887,4378172,4440019,4501921,4563127,4622252,4679926,4736593,4791535,4844288,4895242,4945205,4993842,5040734,5084532
Cote d'Ivoire,CIV,"Population, female",SP.POP.TOTL.FE.IN,8330187,8557174,8774649,8983181,9188308,9390312,9590427,9789603,9990049,10193879,10402077,10618615,10845584,11077831,11343487,11646213,11956537,12275633,12600637,12929424
Cote d'Ivoire,CIV,"Population, male",SP.POP.TOTL.MA.IN,8469483,8688294,8909248,9133271,9356595,9579903,9803630,10028098,10254400,10483883,10717965,10944299,11165128,11391437,11652068,11950528,12257085,12572382,12893352,13218128
Cote d'Ivoire,CIV,"Population, total",SP.POP.TOTL,16799670,17245468,17683897,18116451,18544903,18970215,19394057,19817700,20244449,20677762,21120042,21562914,22010712,22469268,22995555,23596741,24213622,24848016,25493988,26147551
Croatia,HRV,"Population, female",SP.POP.TOTL.FE.IN,2323582,2237696,2239090,2239534,2239699,2241921,2241554,2239962,2238522,2234777,2227947,2218341,2209615,2201417,2190210,2169815,2152392,2124310,2102981,2089106
Croatia,HRV,"Population, male",SP.POP.TOTL.MA.IN,2144720,2061946,2063084,2063864,2064901,2068225,2069605,2070255,2071183,2070404,2067480,2062281,2057943,2054271,2048178,2033789,2021957,2000221,1984862,1976146
Croatia,HRV,"Population, total",SP.POP.TOTL,4468302,4299642,4302174,4303399,4304600,4310145,4311159,4310217,4309705,4305181,4295427,4280622,4267558,4255689,4238389,4203604,4174349,4124531,4087843,4065253
Cuba,CUB,"Population, female",SP.POP.TOTL.FE.IN,5530949,5553672,5574743,5592995,5608307,5620997,5630486,5637238,5642613,5647821,5653239,5659068,5666230,5674433,5681712,5687872,5691556,5691861,5691084,5688414
Cuba,CUB,"Population, male",SP.POP.TOTL.MA.IN,5574842,5585454,5595307,5606222,5616987,5625118,5630144,5632650,5633996,5635364,5637179,5639643,5643060,5647146,5650315,5652022,5650455,5644544,5637159,5628282
Cuba,CUB,"Population, total",SP.POP.TOTL,11105791,11139127,11170051,11199217,11225294,11246114,11260630,11269887,11276609,11283185,11290417,11298710,11309290,11321579,11332026,11339894,11342012,11336405,11328244,11316697
Curacao,CUW,"Population, female",SP.POP.TOTL.FE.IN,71759,69297,69407,70881,72171,74107,76129,77748,78831,79445,80563,81834,82447,83143,84083,85063,85884,86109,83537,81416
Curacao,CUW,"Population, male",SP.POP.TOTL.MA.IN,62100,59750,59798,61016,62021,63550,65110,66309,67048,67387,68140,68996,69642,70680,71827,72917,73780,74067,75798,76024
Curacao,CUW,"Population, total",SP.POP.TOTL,133860,129047,129205,131897,134192,137658,141239,144056,145880,146833,148703,150831,152088,153822,155909,157980,159664,160175,159336,157441
Cyprus,CYP,"Population, female",SP.POP.TOTL.FE.IN,469782,478320,487231,496534,505947,515381,524816,534289,543817,553403,563093,571053,576891,582139,587186,592342,597688,603093,608241,613199
Cyprus,CYP,"Population, male",SP.POP.TOTL.MA.IN,478455,486510,494964,503815,512738,521680,530622,539584,548572,557572,566592,574033,579665,584829,589809,594938,600193,605429,610590,615637
Cyprus,CYP,"Population, total",SP.POP.TOTL,948237,964830,982194,1000350,1018684,1037062,1055438,1073873,1092390,1110974,1129686,1145086,1156556,1166968,1176995,1187280,1197881,1208523,1218831,1228836
Czechia,CZE,"Population, female",SP.POP.TOTL.FE.IN,5262270,5239852,5225903,5220524,5218325,5221632,5231604,5258186,5297914,5323944,5335288,5343378,5349512,5350915,5355330,5363145,5370608,5382150,5397481,5416114
Czechia,CZE,"Population, male",SP.POP.TOTL.MA.IN,4992793,4976754,4971013,4973473,4978776,4989584,5007301,5040642,5086689,5119992,5139122,5152709,5161272,5163357,5170017,5182914,5195724,5212288,5232447,5255756
Czechia,CZE,"Population, total",SP.POP.TOTL,10255063,10216605,10196916,10193998,10197101,10211216,10238905,10298828,10384603,10443936,10474410,10496088,10510785,10514272,10525347,10546059,10566332,10594438,10629928,10671870
Denmark,DNK,"Population, female",SP.POP.TOTL.FE.IN,2700153,2708914,2716612,2723159,2729661,2736640,2744985,2756409,2771809,2785879,2797441,2808185,2817935,2828795,2842283,2861483,2882835,2900427,2913918,2923497
Denmark,DNK,"Population, male",SP.POP.TOTL.MA.IN,2639463,2649869,2659320,2667415,2674861,2682791,2692287,2705030,2721812,2737217,2750241,2762387,2773637,2786137,2801192,2821999,2845175,2864553,2879718,2890926
Denmark,DNK,"Population, total",SP.POP.TOTL,5339616,5358783,5375931,5390574,5404523,5419432,5437272,5461438,5493621,5523095,5547683,5570572,5591572,5614932,5643475,5683483,5728010,5764980,5793636,5814422
Djibouti,DJI,"Population, female",SP.POP.TOTL.FE.IN,373098,384784,396557,405154,411093,417325,425380,434536,443433,452579,461678,470557,479398,488225,497024,505777,514429,523091,531774,540367
Djibouti,DJI,"Population, male",SP.POP.TOTL.MA.IN,368935,380707,392572,401257,407280,413536,421567,430661,439452,448524,457521,466253,474899,483527,492063,500482,508832,517141,525424,533626
Djibouti,DJI,"Population, total",SP.POP.TOTL,742033,765490,789129,806411,818373,830861,846947,865196,882886,901103,919199,936811,954297,971753,989087,1006259,1023261,1040233,1057198,1073994
Dominica,DMA,"Population, female",SP.POP.TOTL.FE.IN,34213,34093,34103,34147,34160,34154,34152,34145,34119,34089,34038,34025,34127,34077,34444,34863,34895,35104,35370,35755
Dominica,DMA,"Population, male",SP.POP.TOTL.MA.IN,34133,34059,34159,34296,34414,34519,34590,34630,34663,34697,34717,34718,34761,34742,34926,35144,35179,35299,35452,35673
Dominica,DMA,"Population, total",SP.POP.TOTL,68346,68153,68262,68442,68574,68674,68742,68775,68782,68787,68755,68742,68888,68819,69371,70007,70075,70403,70823,71428
Dominican Republic,DOM,"Population, female",SP.POP.TOTL.FE.IN,4217351,4271617,4330181,4393360,4455672,4517262,4577992,4638424,4700619,4765395,4831796,4898563,4965013,5030991,5096363,5160958,5224450,5286818,5348537,5409472
Dominican Republic,DOM,"Population, male",SP.POP.TOTL.MA.IN,4323440,4397423,4464921,4526492,4587454,4647506,4706176,4763782,4822328,4882666,4943959,5005175,5065869,5126060,5185752,5244874,5303141,5360426,5416994,5472410
Dominican Republic,DOM,"Population, total",SP.POP.TOTL,8540791,8669040,8795101,8919852,9043127,9164768,9284168,9402206,9522948,9648061,9775755,9903737,10030882,10157051,10282115,10405832,10527592,10647244,10765531,10881882
Ecuador,ECU,"Population, female",SP.POP.TOTL.FE.IN,6303121,6412962,6525796,6641367,6758388,6876511,6996611,7118765,7242204,7366263,7490733,7615672,7739326,7859194,7976779,8095675,8217460,8346245,8506021,8670974
Ecuador,ECU,"Population, male",SP.POP.TOTL.MA.IN,6323386,6432559,6544813,6659818,6776204,6893501,7012450,7133070,7254593,7376503,7498852,7622056,7744557,7863795,7981215,8100227,8222126,8350700,8509651,8672767
Ecuador,ECU,"Population, total",SP.POP.TOTL,12626507,12845521,13070609,13301184,13534593,13770012,14009061,14251835,14496797,14742766,14989585,15237728,15483883,15722989,15957994,16195902,16439585,16696944,17015672,17343740
"Egypt, Arab Rep.",EGY,"Population, female",SP.POP.TOTL.FE.IN,35234075,35958115,36706908,37471228,38236048,39003462,39776795,40568130,41378685,42205138,43076670,44030939,45030881,46092575,47193391,48251205,49274300,50273865,51250007,52189268
"Egypt, Arab Rep.",EGY,"Population, male",SP.POP.TOTL.MA.IN,36137296,36896146,37686851,38492094,39286378,40071848,40852875,41650626,42466097,43295925,44175744,45169115,46209495,47285316,48398933,49472593,50509730,51515521,52490759,53429404
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,71371371,72854261,74393759,75963322,77522427,79075310,80629670,82218755,83844783,85501064,87252413,89200054,91240376,93377890,95592324,97723799,99784030,101789386,103740765,105618671
El Salvador,SLV,"Population, female",SP.POP.TOTL.FE.IN,3088675,3106305,3120812,3131771,3139645,3144476,3146720,3153993,3166854,3179191,3191359,3203792,3216582,3229694,3242771,3254990,3266614,3276963,3284064,3287678
El Salvador,SLV,"Population, male",SP.POP.TOTL.MA.IN,2869807,2881789,2890463,2895077,2896010,2893341,2887716,2890138,2901244,2911996,2922675,2933557,2944707,2955948,2966755,2976076,2983896,2989691,2992279,2992539
El Salvador,SLV,"Population, total",SP.POP.TOTL,5958482,5988095,6011275,6026849,6035655,6037817,6034436,6044131,6068099,6091188,6114034,6137349,6161289,6185642,6209526,6231066,6250510,6266654,6276342,6280217
Equatorial Guinea,GNQ,"Population, female",SP.POP.TOTL.FE.IN,339229,354582,370147,386013,402383,419580,437943,457682,478831,501277,524794,547455,569135,591454,614281,637482,660879,684340,707784,731149
Equatorial Guinea,GNQ,"Population, male",SP.POP.TOTL.MA.IN,345748,364688,383968,403668,423972,445146,467474,491133,516140,542409,569731,597134,624500,652487,680902,709490,738048,766354,794308,821881
Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,684977,719270,754115,789681,826355,864726,905418,948814,994971,1043686,1094524,1144588,1193636,1243941,1295183,1346973,1398927,1450694,1502091,1553031
Eritrea,ERI,"Population, female",SP.POP.TOTL.FE.IN,1224856,1259330,1301839,1354578,1409206,1443290,1467258,1490034,1529533,1568303,1599986,1629719,1652054,1673718,1687076,1695227,1707716,1723370,1747412,1773958
Eritrea,ERI,"Population, male",SP.POP.TOTL.MA.IN,1168024,1202597,1245585,1298813,1353934,1388443,1412834,1436133,1476246,1515585,1547741,1577851,1600542,1622649,1636349,1644779,1657572,1673563,1697963,1724860
Eritrea,ERI,"Population, total",SP.POP.TOTL,2392880,2461927,2547424,2653390,2763140,2831732,2880093,2926168,3005779,3083888,3147727,3207570,3252596,3296367,3323425,3340006,3365287,3396933,3445374,3498818
Estonia,EST,"Population, female",SP.POP.TOTL.FE.IN,745863,741392,737190,732979,728929,724912,720684,717490,715380,713461,711236,708523,705538,702454,699900,699505,698703,698113,698657,699471
Estonia,EST,"Population, male",SP.POP.TOTL.MA.IN,651122,646722,642160,637741,633621,629862,626127,623190,621710,621054,620239,618917,617158,615543,614645,615901,617086,619270,623319,627427
Estonia,EST,"Population, total",SP.POP.TOTL,1396985,1388115,1379350,1370720,1362550,1354775,1346810,1340680,1337090,1334515,1331475,1327439,1322696,1317997,1314545,1315407,1315790,1317384,1321977,1326898
Eswatini,SWZ,"Population, female",SP.POP.TOTL.FE.IN,533927,539728,544835,549165,552866,556082,559202,562588,564813,565573,566355,567504,569036,571047,573494,576287,579405,582740,586223,589812
Eswatini,SWZ,"Population, male",SP.POP.TOTL.MA.IN,496570,501668,505974,509632,512898,515804,518532,521420,525058,529313,533566,537868,542408,547273,552371,557649,563119,568650,574204,579801
Eswatini,SWZ,"Population, total",SP.POP.TOTL,1030496,1041396,1050809,1058797,1065764,1071886,1077735,1084008,1089870,1094886,1099920,1105371,1111444,1118319,1125865,1133936,1142524,1151390,1160428,1169613
Ethiopia,ETH,"Population, female",SP.POP.TOTL.FE.IN,33426506,34388876,35386878,36408151,37448428,38508936,39597926,40732253,41898913,43088296,44321299,45602329,46910795,48222340,49550412,50911434,52324690,53779101,55246462,56745161
Ethiopia,ETH,"Population, male",SP.POP.TOTL.MA.IN,33605361,34630056,35686336,36760688,37852598,38961005,40093124,41263931,42458192,43667289,44916491,46215601,47540484,48862026,50196354,51560461,52968539,54418849,55882976,57375433
Ethiopia,ETH,"Population, total",SP.POP.TOTL,67031867,69018932,71073215,73168838,75301026,77469940,79691050,81996185,84357105,86755585,89237791,91817929,94451280,97084366,99746766,102471895,105293228,108197950,111129438,114120594
Faroe Islands,FRO,"Population, female",SP.POP.TOTL.FE.IN,22047,22322,22572,22825,23088,23211,23217,23253,23282,23279,23271,23279,23307,23349,23414,23607,23930,24272,24596,24932
Faroe Islands,FRO,"Population, male",SP.POP.TOTL.MA.IN,23613,23924,24241,24567,24900,25081,25096,25109,25130,25151,25139,25106,25084,25070,25050,25209,25570,25959,26360,26749
Faroe Islands,FRO,"Population, total",SP.POP.TOTL,45660,46245,46813,47392,47989,48291,48313,48361,48411,48429,48410,48386,48392,48418,48465,48816,49500,50230,50955,51681
Fiji,FJI,"Population, female",SP.POP.TOTL.FE.IN,409203,413349,417373,421301,425195,429005,432765,436189,439316,442224,444728,446947,448921,450737,452426,453908,455142,456092,456721,457099
Fiji,FJI,"Population, male",SP.POP.TOTL.MA.IN,423305,427971,432518,437004,441500,445918,450318,454459,457414,459159,460442,461408,462138,462716,463134,463293,463229,462926,462276,461366
Fiji,FJI,"Population, total",SP.POP.TOTL,832509,841320,849891,858306,866694,874923,883083,890648,896731,901383,905169,908355,911059,913453,915560,917200,918371,919019,918996,918465
Finland,FIN,"Population, female",SP.POP.TOTL.FE.IN,2650014,2654524,2659321,2664085,2670673,2678879,2688216,2698445,2709160,2720488,2731578,2742748,2754338,2765437,2775371,2782828,2788369,2792461,2794292,2795813
Finland,FIN,"Population, male",SP.POP.TOTL.MA.IN,2526195,2533485,2541277,2548930,2557498,2567217,2578051,2590275,2604239,2618383,2631775,2645524,2659632,2673534,2686141,2696703,2706934,2715752,2721234,2725793
Finland,FIN,"Population, total",SP.POP.TOTL,5176209,5188008,5200598,5213014,5228172,5246096,5266268,5288720,5313399,5338871,5363352,5388272,5413971,5438972,5461512,5479531,5495303,5508214,5515525,5521606
France,FRA,"Population, female",SP.POP.TOTL.FE.IN,31370713,31606094,31843184,32074754,32317296,32568445,32802688,33013412,33205372,33382387,33553356,33722113,33890643,34069673,34233592,34359025,34452635,34554791,34680632,34801750
France,FRA,"Population, male",SP.POP.TOTL.MA.IN,29550671,29761295,29973050,30182216,30399010,30619951,30825573,31008324,31174324,31328492,31477219,31623120,31771596,31932616,32078475,32189247,32271469,32363229,32477716,32586250
France,FRA,"Population, total",SP.POP.TOTL,60921384,61367388,61816234,62256970,62716306,63188395,63628261,64021737,64379696,64710879,65030575,65345233,65662240,66002289,66312067,66548272,66724104,66918020,67158348,67388001
French Polynesia,PYF,"Population, female",SP.POP.TOTL.FE.IN,121308,123481,125623,127691,129683,131657,133606,135333,136653,137643,138535,139413,140215,141102,142192,143309,144350,145448,146645,147819
French Polynesia,PYF,"Population, male",SP.POP.TOTL.MA.IN,129619,131568,133515,135482,137450,139403,141296,142844,143906,144639,145253,145852,146369,146929,147681,148478,149191,150002,150960,151899
French Polynesia,PYF,"Population, total",SP.POP.TOTL,250927,255049,259137,263173,267132,271060,274901,278178,280558,282283,283788,285265,286584,288032,289873,291787,293541,295450,297606,299717
Gabon,GAB,"Population, female",SP.POP.TOTL.FE.IN,639553,655799,672655,690223,708643,728089,748769,770739,794007,818769,845284,873485,902939,933066,963066,992215,1020095,1046814,1072844,1098462
Gabon,GAB,"Population, male",SP.POP.TOTL.MA.IN,633381,650791,669040,688174,708467,730264,753766,779034,805971,834773,865821,899015,933766,969160,1003790,1036303,1066111,1093401,1119168,1144323
Gabon,GAB,"Population, total",SP.POP.TOTL,1272935,1306590,1341696,1378398,1417110,1458353,1502534,1549774,1599978,1653542,1711105,1772500,1836705,1902226,1966855,2028517,2086206,2140215,2192012,2242785
"Gambia, The",GMB,"Population, female",SP.POP.TOTL.FE.IN,728476,750278,772505,794881,817742,841681,866989,893545,921048,949504,978713,1008766,1039815,1071377,1103078,1134792,1166502,1198214,1229801,1261541
"Gambia, The",GMB,"Population, male",SP.POP.TOTL.MA.IN,709063,729172,749718,771376,794483,818687,844305,871338,899494,928615,958562,989446,1021199,1053493,1085941,1118341,1150704,1182968,1215115,1247342
